# scope	item	lifecycle_status	required_mode	contexts	product_types	validation_rule	dashboard_visibility	canonical_path	legacy_paths	requirement
# next_workflow_squash_merge_observation	Parent-managed products inherit exact parent merge-method observation; product-local state cannot invent ancestry, bypass parent PR/main evidence, or activate from tree equality alone.
# next_workflow_result_contract_closure	Product-local instructions and result content remain data below the parent protected result grammar; child repositories cannot weaken code, evidence-reference, severity, or no-findings semantics.
# next_workflow_roll_forward	Parent-managed products may observe only the newest fully enforced parent candidate; an in-progress replacement grants no fallback authority, and product-local files cannot skip or reset the parent signed transition chain.
product_repo	root_agents	implemented	required	all	all	file_nonempty	visible	AGENTS.MD	none	Product repositories keep their product-local agent rules at the repository root with AGENTS.MD as the durable standard entry.
product_repo	readme	implemented	required	all	all	file_exists	visible	README.md	none	Product repositories provide a short human entry point at the repository root.
product_repo	gitignore	implemented	required	all	all	file_exists	visible	.gitignore	none	Product repositories include a default ignore file so generated caches, dependencies, build output, coverage, and secret-bearing env files are not committed.
product_repo	source_tree	implemented	contextual	all	all	path_exists	visible	src/	app/,lib/,packages/	Product source code lives under a stack-appropriate source tree when the selected product type needs one.
product_docs	requirements	implemented	required	all	all	file_nonempty	visible	docs/product/REQUIREMENTS.md	none	Product requirements live only under docs/product; root-level duplicate product documents are not part of the standard scaffold.
product_docs	specification	implemented	required	all	all	file_nonempty	visible	docs/product/SPECIFICATION.md	none	Product specification lives only under docs/product; root-level duplicate product documents are not part of the standard scaffold.
product_docs	implementation_plan	implemented	required	all	all	file_nonempty	visible	docs/product/IMPLEMENTATION_PLAN.md	none	Product implementation plan lives only under docs/product; root-level duplicate product documents are not part of the standard scaffold.
product_design_system	design_system_document	implemented	required	all	all	file_nonempty	visible	docs/design-system/DESIGN_SYSTEM.md	none	Product design-system intent and human-readable rules live inside the product repository.
product_design_system	design_tokens	implemented	required	all	all	file_nonempty	visible	docs/design-system/tokens.json	none	Product design tokens live inside the product repository so visual edits remain product-local.
product_design_system	design_components	implemented	required	all	all	file_nonempty	visible	docs/design-system/components.json	none	Product component contracts live inside the product repository so generated styling can remain source-backed.
product_workflow	task_tracker	implemented	required	all	all	file_nonempty	visible	docs/workflow/TASK_TRACKER.md	none	Product workflow task state lives only under docs/workflow; root-level duplicate workflow files are not part of the standard scaffold.
product_workflow	handoff	implemented	required	all	all	file_nonempty	visible	docs/workflow/HANDOFF.md	none	Product handoff and restart context lives only under docs/workflow; root-level duplicate workflow files are not part of the standard scaffold.
product_workflow	security	implemented	required	all	all	file_nonempty	visible	docs/workflow/SECURITY.md	none	Product security policy lives with workflow documents and gives SECURITY_MANIFEST.tsv a concrete local policy source.
product_workflow	verification	implemented	required	all	all	file_nonempty	visible	docs/workflow/VERIFICATION.md	none	Product verification policy maps TEST_PLAN_MANIFEST.tsv command ids to local commands, expected evidence, and rerun guidance.
product_workflow	instruction_memory	implemented	optional	all	all	file_nonempty	reference	docs/workflow/INSTRUCTION_MEMORY.md	none	Below product-local AGENTS.MD invariants, an existing valid product-local instruction memory has procedural priority; only exact absence lets an eligible parent-managed development context use the parent fallback, without generating or copying this file, and neither source, a parent CI bootstrap, launcher-integrity, discovery, or development-selection provider fixture, any skipped positive containment test, nor the parent's private tmpfs probe path can widen inherited management, provider, runtime, isolation, Git, cost, test, release, signed-activation, or external-launcher policy.
product_memory	memory_tree	implemented	required	all	all	path_exists	visible	docs/memory/	none	Product memory and decision records use docs/memory as the standard directory while individual memory files remain optional until used.
product_memory	memory_readme	implemented	required	all	all	file_nonempty	visible	docs/memory/README.md	none	Product memory directory includes a README so the directory is retained and its optional memory files have a documented role.
product_memory	developer_memory	implemented	optional	all	all	file_nonempty	reference	docs/memory/DEVELOPER_MEMORY.md	none	Product developer memory is an optional Git-ignored local temporary record under docs/memory when used; it is not durable authority and root-level duplicates are not part of the standard scaffold.
product_memory	session_memory	implemented	optional	all	all	file_nonempty	reference	docs/memory/SESSION_MEMORY.md	none	Product session memory is an optional Git-ignored local temporary record under docs/memory when used; it is not durable authority and root-level duplicates are not part of the standard scaffold.
product_memory	failure_memory	implemented	optional	all	all	file_nonempty	reference	docs/memory/FAILURE_MEMORY.md	none	Product failure memory lives under docs/memory when used; root-level duplicate memory files are not part of the standard scaffold.
product_ops	stage_manifest	implemented	required	all	all	tsv_valid	visible	ops/STAGE_MANIFEST.tsv	none	Product lifecycle stages are declared in a manifest rather than inferred from fixed stack names.
product_ops	test_plan_manifest	implemented	required	all	all	tsv_valid	visible	ops/TEST_PLAN_MANIFEST.tsv	none	Product tests are declared in a manifest so stack-specific additions remain dashboard-readable.
product_ops	ci_manifest	implemented	contextual	product-improvement|external-integration	all	tsv_valid	visible	ops/CI_MANIFEST.tsv	none	Product CI expectations are declared in a manifest when CI is required or available.
product_ops	integration_manifest	implemented	contextual	external-integration	integration	tsv_valid	visible	ops/INTEGRATION_MANIFEST.tsv	none	Product integrations are declared in a manifest when external services are used.
product_ops	security_manifest	implemented	contextual	free-development|product-improvement|external-integration	all	tsv_valid	visible	ops/SECURITY_MANIFEST.tsv	none	Product security checks and approval needs are declared in a manifest when security gates apply.
product_ops	dashboard_manifest	implemented	required	all	all	tsv_valid	visible	ops/DASHBOARD_MANIFEST.tsv	none	Product dashboard-visible surfaces are declared in a manifest so the lesson dashboard reads product intent without stack-specific branches.
product_ops	product_manifest	implemented	required	all	all	tsv_valid	visible	ops/PRODUCT_MANIFEST.tsv	none	Product entrypoint, source, and test authorities are declared in a manifest so free-development repositories do not rely on root clutter or stack-specific inference.
product_ops	design_system_manifest	implemented	required	all	all	tsv_valid	visible	ops/DESIGN_SYSTEM_MANIFEST.tsv	none	Product design-system editable sources and generated outputs are declared in a manifest instead of inferred from stack-specific CSS files.
product_ops	evidence_detail_manifest	implemented	required	all	all	tsv_valid	visible	ops/EVIDENCE_DETAIL_MANIFEST.tsv	none	Product evidence detail labels, user-facing meanings, detail routes, risk, and approval needs are declared in a manifest instead of inferred by the dashboard UI.
product_ops	product_profile	implemented	required	all	all	product_profile_valid	visible	ops/PRODUCT_PROFILE.json	none	Product display name and user-confirmed artifact identity are declared in a small profile so dashboards and workflows do not infer names from repository paths or prose.
product_ops	operation_mode	implemented	required	all	all	product_operation_mode_valid	visible	ops/PRODUCT_OPERATION_MODE.tsv	none	Product operation mode is declared mechanically so parent-managed, standalone, reconnecting, and repair-required states are explicit.
product_ops	repository_index	implemented	required	all	all	file_nonempty	visible	ops/REPOSITORY_INDEX.json	none	Product repository file roles, excludes, and local ownership hints are declared in a machine-readable index so product-local maintenance can run without stack-specific inference.
product_skills	skills_tree	implemented	required	all	all	path_exists	visible	skills/	none	Product repositories include product-local skills so agents can maintain the product from inside the product repository.
product_skills	product_development_workflow	implemented	required	all	all	file_nonempty	visible	skills/product-development-workflow/SKILL.md	none	Product repositories carry a local product-development workflow skill scoped to product documents, local checks, and Settings snapshots.
product_skills	product_doc_sync	implemented	required	all	all	file_nonempty	visible	skills/product-doc-sync/SKILL.md	none	Product repositories carry a local document synchronization skill for requirements, specification, implementation plan, task tracker, and handoff.
product_skills	product_security	implemented	required	all	all	file_nonempty	visible	skills/product-security/SKILL.md	none	Product repositories carry a local security skill for secrets, credentials, external data, destructive operations, and integration boundaries.
product_skills	product_test	implemented	required	all	all	file_nonempty	visible	skills/product-test/SKILL.md	none	Product repositories carry a local test skill that reads ops/TEST_PLAN_MANIFEST.tsv and docs/workflow/VERIFICATION.md.
product_skills	product_design_system	implemented	required	all	all	file_nonempty	visible	skills/product-design-system/SKILL.md	none	Product repositories carry a local design-system skill for product-local visual tokens, component contracts, previews, and checks.
product_tools	tools_tree	implemented	required	all	all	path_exists	visible	tools/	none	Product repositories include product-local tools so maintenance checks can run from inside the product repository.
product_tools	product_gate	implemented	required	all	all	file_nonempty	visible	tools/product-gate	none	Product repositories include a local aggregate product gate that runs structure, document, security, and declared product tests.
product_tools	check_product_structure	implemented	required	all	all	file_nonempty	visible	tools/check_product_structure.sh	none	Product repositories include a local structure check for the standard scaffold and product manifests.
product_tools	check_product_docs	implemented	required	all	all	file_nonempty	visible	tools/check_product_docs.sh	none	Product repositories include a local document check for canonical product docs and workflow-pair synchronization.
product_tools	check_product_security	implemented	required	all	all	file_nonempty	visible	tools/check_product_security.sh	none	Product repositories include a local security check that consumes docs/workflow/SECURITY.md and ops/SECURITY_MANIFEST.tsv.
product_tools	check_product_design_system	implemented	required	all	all	file_nonempty	visible	tools/check_product_design_system.sh	none	Product repositories include a local design-system check that validates product-local design sources and generated artifacts.
product_tools	test_product_repository	implemented	required	all	all	file_nonempty	visible	tools/test_product_repository.sh	none	Product repositories include a local aggregate test entry point that can be called directly or from lesson-controlled gates.
product_tools	product_common	implemented	required	all	all	file_nonempty	visible	tools/lib/product_common.sh	none	Product repositories include a shared product-local shell helper for path and manifest handling.
product_tools	product_gate_evidence_helper	implemented	required	all	all	file_nonempty	visible	tools/lib/product_gate_evidence.sh	none	Product repositories include a product-local evidence helper that writes Dashboard-readable product gate observations under the repository .git directory.
product_tools	product_gate_evidence_command	implemented	required	all	all	file_nonempty	visible	tools/product-gate-evidence	none	Product repositories include a local evidence command so product checks can record current test, Git, CI, and security observations without UI-only inference.
product_tools	product_mode	implemented	required	all	all	file_nonempty	visible	tools/product-mode	none	Product repositories include a local operation-mode command that reads and updates ops/PRODUCT_OPERATION_MODE.tsv under product-local approval boundaries.
product_ci	github_workflows	implemented	contextual	product-improvement|external-integration	all	path_exists	reference	.github/workflows/	none	GitHub Actions workflows remain in the standard root control directory and are declared by CI_MANIFEST.tsv.
product_hooks	git_hooks	implemented	optional	all	all	path_exists	reference	.githooks/	none	Product-local Git hooks may exist when the product chooses them and are declared by ops manifests.
product_tests	test_tree	implemented	contextual	all	all	path_exists	visible	tests/	spec/,e2e/	Product tests live in stack-appropriate test directories and are declared by TEST_PLAN_MANIFEST.tsv.
# next_workflow_owner_controller_identity	Parent Controller installation and runtime actions consume the same parent checkout identity only; product scaffolds do not copy, invent, inherit, or redirect that per-worktree state or Controller base.
# next_workflow_post_exit_identity_settlement	Parent runtime post-exit identity settlement is bounded and fail-closed; child or product state cannot extend the grace period, reinterpret reuse, or accept persistent unknown status.
# next_workflow_owner_reconciliation_authority	Parent runtime reconcile is an immutable parent Owner Controller action; child and product repositories cannot invoke it, inherit its manifest, or add the sanitized Production launcher as replacement authority.
# next_workflow_terminal_launch_reconciliation	Terminal launch settlement remains parent runtime authority; child and product repositories cannot weaken protected process absence, persisted launch verification, result rejection, or no-retry semantics.
